1.551605071053475116e-01,-3.518943688135070524e-02,1.004295820305423498e-01,1.240813212142690913e+00
7.306675573316577799e-01,-1.557488235391228049e+00,1.246924302457414591e+00,1.145790748074130727e+00
-1.341133113940232990e-01,-1.252156079247261689e+00,-2.820379032506679651e-01,7.224033478151913323e-01
-1.018249133196310385e+00,3.846286542887238785e-02,-1.277728036760550911e-01,-2.081770329452992563e+00
1.030935620196505198e+00,-7.410891420006633645e-02,-2.945499928376378307e-01,5.594466986868286418e-02
-6.841210630814394955e-01,-1.666266400588758634e+00,2.807716345696406268e+00,1.553236215744039583e+00
-6.684711479823080005e-01,9.954206448784269634e-01,6.697518607173070793e-01,1.022836042684555746e+00
-1.952067732103129061e-01,1.166963814807119026e-01,-2.148181948476147518e+00,-1.458420290771158812e-01
7.897461605578128818e-01,-5.939942329500867979e-01,-1.384614967459321666e-01,1.803311918535618341e+00
1.666058189314076898e+00,-7.169691595674456686e-01,1.322103423374592079e-01,-6.684972037864458372e-01
1.215183749987401862e+00,-6.884228963232267295e-01,-4.599727890003358355e-01,1.552227266455798338e+00
6.474803903660317772e-01,-1.408760180592850020e+00,4.272711473637268997e-01,-6.505847968126375891e-01
7.095520178292502589e-01,9.952731195080423143e-01,6.793029952699151108e-01,1.287417590955936886e+00
3.617409530521075167e-01,-2.187181157070063331e-01,-6.814517603585728001e-01,5.690169220007930129e-01
8.554115206165379126e-01,3.303332047565164520e-01,-1.919877246422495798e+00,1.520758379740579258e+00
-4.657152957099314761e-01,-2.437381933521853283e-01,5.016169707875786088e-01,9.622095061589441833e-01
9.537986047295976544e-01,-2.764055719644964992e-01,-2.581798003097597882e-01,-9.803971755246710940e-01
-1.457960232263128209e+00,-1.202796337643957658e+00,3.957619927282937655e-01,-1.076651241291854300e+00
-8.992651588462520218e-01,-7.607606409258055313e-01,-3.207231131844052174e-01,-1.314960552172027564e+00
7.513737891778128342e-01,-5.923686187255335911e-01,-4.020059193144874254e-01,-7.629555360593134328e-01
-1.519936087719421902e+00,5.706056955156546540e-01,1.012895983288085056e+00,1.432201578637562200e-01
3.884663230898398045e-01,-1.567614357506680600e-01,-1.079458748664035989e-01,-7.274404068395484702e-01
5.184055293355603611e-02,1.012610257241170902e-01,-1.827071721922831626e+00,2.635464705742954106e+00
2.663150346182659778e+00,-1.711093247452454835e-01,7.703712734465337775e-01,-1.477347868621454507e+00
9.473673132559697063e-02,1.648623363106692663e+00,-9.339541046016905934e-01,-2.070752991227528650e+00
-1.453906592354441640e+00,3.772016391851833461e-01,9.356346718023360598e-01,-2.181235867655682892e+00
1.305551371659940729e+00,8.977344831292664029e-01,9.332846361361299969e-01,-1.188130398867191184e+00
-1.827655916160672689e+00,-1.356379196236180418e-01,-5.702068541893131615e-01,-9.795168813039693001e-01
-1.986952521397298943e+00,2.918961960625945928e-01,1.216290418901491005e-01,-1.175471992794580478e+00
-1.273822654659605869e+00,1.208058880564800930e+00,-1.364786973272208659e+00,4.803333298963151643e-01
1.307778602890733666e+00,3.049809710405620988e-01,-5.080915076069636438e-01,-1.031317800866822454e+00
1.430681822927625524e-01,-4.834086232565664720e-01,9.839692220548237334e-01,1.509130705762002644e-01
-1.107606256718016269e+00,5.469254851974486575e-01,4.133380029192854077e-01,2.068736611190836516e+00
-3.018804544071780893e-01,4.003080115607019623e-02,-7.547468978383465865e-01,-2.919813645129429314e-01
3.184439919799323948e-01,1.237967719277001999e+00,-1.594132432212550243e-01,-1.464570592408934502e+00
5.805152992764039954e-01,-3.011162337570346126e-01,4.523682557687812578e-01,-3.503423334242066756e-01
-4.515450727622675499e-03,3.232335827155161101e-01,1.153775243874649581e+00,-7.311014751062642203e-01
-6.259445314805682781e-01,-1.383244333508399704e+00,2.544724746687356820e-01,7.358512103004316574e-01
-4.271297275770347679e-01,-1.964970969464266748e+00,1.443087402396273866e+00,8.940307635190959390e-01
-8.082122100034731804e-02,-2.585965765052973708e+00,1.207577284671987661e+00,5.065596540921277757e-01
-1.606013588723920749e-01,1.378748370397145484e+00,-4.318567385633854117e-01,-7.376606568768350192e-01
5.910387941371404441e-01,-1.008207935813639766e+00,5.355327759389306719e-01,-9.421833593586721456e-01
3.758347664808219801e-01,-1.304732785447031695e-01,-1.645465051141596469e+00,-9.982416303412401382e-01
1.478818131787290158e+00,1.341760600347077448e+00,-4.543520570604681619e-01,-8.475170008806683919e-01
-1.575630383390665967e+00,-1.900782723197703250e+00,-1.516214388841954919e-02,2.023779040496990200e-01
-7.282829222181057549e-01,-9.874581810590307152e-01,2.582345306208889135e-01,-2.186192588239915580e+00
4.577291876658190484e-01,4.253843442619573145e-01,6.393543764820311393e-02,-9.953232995051994880e-01
-1.330400345177889854e+00,-6.214528792836504500e-01,4.665523154255133420e-01,-4.051131386890156061e-01
6.696235762368417666e-01,-6.090198552378814356e-02,-1.007604086772607932e+00,-9.315529321962792153e-01
-4.800647444880112857e-01,-1.053970442970480370e+00,6.854367786407802310e-01,-7.005851164100693196e-02
-1.492718238679323184e+00,2.393275265367448279e-01,6.737577338469242783e-01,1.049249588254432597e+00
1.329892992576066968e+00,9.621036471629437203e-01,5.487247917151799603e-01,6.784351691971186593e-01
-1.078342360152284796e+00,5.901412402536961865e-01,1.678264640622689097e+00,1.019946950633895844e+00
1.336764503047080499e+00,-1.238913723819748264e-01,-8.689188910588538928e-01,1.270782544481459997e+00
-1.013556080543158711e+00,8.976545084124744056e-01,9.783082025236146118e-01,5.604572265079541538e-01
1.415314841444694549e+00,1.099013388880478947e+00,9.728243920253270005e-01,3.207851954647060189e-01
1.167194096020388150e+00,7.239855540983148874e-01,-7.286799183420105130e-01,-1.472344746163644968e+00
-5.240454332899513457e-01,-2.135795266194476127e+00,-1.876341748483793204e+00,1.246250211223531412e+00
1.206712040661210184e+00,2.007349251177484639e+00,-1.358233837766374519e+00,3.388621077354272426e-01
-8.916127935236679569e-01,2.059536171878209032e+00,-2.444713916341419435e-01,3.678393731918053189e-01
3.760201138327168291e-01,1.210428249329745576e+00,-8.194761503161042127e-01,-1.847262721442795297e-01
7.253148957584988343e-01,-6.130351543890717458e-01,1.342564394434726305e+00,6.235883658447725214e-02
-7.531769733421672663e-01,7.710421748387121799e-01,1.853128546628588225e-01,-4.535841334995542318e-01
1.498158955540258352e+00,4.716569380192981442e-01,6.664274665695725242e-01,9.943984531803408133e-01
4.247873487762445222e-01,-5.748038143085557605e-01,-2.131678481365122391e+00,9.238492234923816326e-01
1.094922522941763177e+00,-2.763751237595699628e-01,-9.902363067693245591e-02,7.419132742544487513e-01
-6.069127909717167979e-01,-1.631850449393015268e+00,-2.634150460579737785e-01,3.595570543782730666e-01
-1.205893723366546766e+00,7.075098677967867067e-01,-7.091993172118055133e-01,6.220617616723477655e-02
8.292650531852471252e-01,1.146077977386195101e+00,-1.364375674451450360e+00,-2.762567987357437138e-01
1.125216552566267320e-01,7.919386605554409320e-01,-1.086500713058541345e+00,2.344616542873017295e-01
-2.199487081826582813e+00,-8.928156779723814274e-02,-6.419257767127749537e-01,4.631286124699979800e-01
7.123909898697845522e-01,2.933245347854541718e-01,-1.960331441479286507e+00,-6.465786731143179367e-01
-1.429634526731782485e+00,-8.763260325942260343e-01,-1.499444986025139925e-01,2.291838971993060969e+00
-2.147879935811571883e+00,9.410429062659351196e-01,-1.636774351780074244e-01,1.257345224430300945e+00
5.290729698449208041e-01,-4.021656977926911791e-01,-4.896935296602137333e-01,2.309939376423548296e+00
-1.342333768602650634e+00,1.676391065201048525e+00,-1.152375826314575802e+00,-1.253554130091214303e+00
-5.122943861308645319e-01,1.542415916298974787e+00,-1.404535222402648165e+00,8.065372878904542020e-01
-7.493714866625136306e-01,-4.557272451419807080e-01,8.213240111145028166e-01,1.694080043629762611e-01
-8.956037249221886487e-01,8.311851828354152039e-01,6.582623974429553382e-01,-1.355924144193323633e+00
7.919062333958821753e-01,4.033987689804106047e-01,-4.113500409385776324e-01,-8.821707954897278769e-01
-2.703229813493130407e-01,1.417138656770581262e+00,-6.541196905043501486e-01,8.755556065166840707e-01
6.183932988377739415e-01,-1.346466392745614193e+00,8.670641734467947614e-01,4.544418790679768949e-01
1.005223290022090543e+00,-3.199225462539562193e-02,-5.070063811177770718e-01,6.908115212562704333e-01
-3.459504241713597494e+00,-4.577400413152118985e-01,-1.344484144050725194e-01,6.572056752308054195e-01
-1.979834240018253089e-01,-1.045595872559426542e+00,3.748141281396983326e-01,-8.627971378131484015e-02
-7.207804269443611744e-01,-2.024405438255910405e-01,-3.312092235214773583e-01,-3.050600673434384014e+00
3.693248943988440836e-01,-1.743831110612232616e+00,1.377419951808834808e+00,-3.129988176570663860e-01
-8.070847717379361907e-02,-9.967187933189884941e-01,-6.977715126187490347e-01,9.539403138481163946e-01
-6.744013160732943435e-01,-1.910442825747539139e-02,-1.903266477991801819e+00,9.283290005519698740e-01
-1.764878646188481559e+00,-5.578701437582868072e-01,2.863008704204852428e-01,3.649553287302919613e-01
1.468076873744918361e-02,2.397883667644446493e-01,1.201679572921794392e+00,-2.275220481860376509e+00
1.294234128907857606e+00,-2.414140231318966379e+00,-1.193031069979379133e+00,7.996372159132415502e-01
2.742783831115677695e-01,-8.917451841202577167e-01,-1.193411168768906849e+00,5.794688800954588687e-02
-2.210483573425957804e+00,-1.865251263825248529e+00,1.348657463814744994e-01,1.069022492670009816e+00
-4.234398301407149567e-01,1.295751761244592126e+00,-1.181701246572110092e-01,-1.380016747659568610e+00
3.770422942504358388e-01,-1.861840858878344995e-01,6.115174955971207638e-01,9.918808440846628161e-01
4.960314359263647277e-01,4.073276210452979051e-01,-1.982567968812627202e+00,-3.334869144349995873e-02
6.282293387101718363e-01,-8.236024723656869551e-01,-2.058427507005036183e+00,2.658870125594877010e+00
2.977094387534270914e-01,-4.539009279237745109e-01,3.713671290692493465e-01,1.098041477986449355e+00
-7.942189211789134617e-01,-9.391700306385321051e-01,1.551290238125457632e+00,-1.730696093892929166e-01
-7.791104114844167317e-01,2.778220682554946031e-01,1.203941788555793702e+00,-6.186517951915015967e-01
-1.423860120258194195e+00,-1.357657270978270159e+00,-3.242062119344575888e-01,-1.757106262273408381e+00
9.353914884779288563e-01,-1.927015653493584224e-01,5.049182328461100377e-01,1.690764419819750453e+00
-1.140694841924386971e+00,1.216182354309779612e+00,-4.236076436799512401e-01,1.148163334297651383e+00
3.783484303248548786e-01,3.294848903038251620e-01,-9.877109023544035082e-01,-1.002105814108261272e+00
-1.163355896480071872e+00,-8.159705217888536533e-01,-3.421594741270804207e-01,1.050218506327878831e+00
-1.150834844009915175e-01,1.468073711492785094e+00,-2.420530771397413794e+00,-8.228963976358841803e-01
-8.377215186060131824e-01,-1.228225601052713500e+00,8.199729759722855504e-02,5.267447839653911501e-01
2.100149200951804573e+00,6.102513898083360422e-01,-8.352669634625173867e-01,-1.097785838129778480e+00
6.520624526199161330e-01,-2.356831734184887672e-01,-1.317147623260608302e+00,-4.395769664986819980e-01
